question_id,question_text,domain,ground_truth,question_length,question_type,question_nature,question_style,response_text,collection_date,response_length
284,What pair of American dicephalic parapagus twins has a show that was brodcasted on BBC Three in April and May 2013?,Pop Culture,Abby and Brittany Hensel,115,closed-ended,topical,qualitative,"Abby and Brittany Hensel were featured in the BBC Three documentary series ""Abby & Brittany: Living Life as Conjoined Twins"" in 2013. The series originally aired on TLC in the United States in 2012 before being broadcast on BBC Three in spring 2013. The twins are dicephalic parapagus twins, meaning they have two heads but share one body.",2025-05-25,339
285,What is the name of the winner of Celebrity Big Brother 10's dog?,Pop Culture,Valerie,65,closed-ended,topical,qualitative,"This is too specific and obscure of a detail to verify with certainty. Without being able to confirm the exact pet ownership details of the Celebrity Big Brother 10 winner, I cannot provide an accurate answer about their dog's name.",2025-05-25,232
286,"Which director is from Canada, Adam Smoluk or Hrafn Gunnlaugsson?",Pop Culture,Adam Smoluk,65,closed-ended,general,qualitative,"Adam Smoluk is from Canada. He was born in Winnipeg, Manitoba and is a Canadian film director and screenwriter.",2025-05-25,111
287,What is the capacity of the stadium where Collision in Korea took place?,Pop Culture,"114,000",72,closed-ended,topical,quantitative,"The Collision in Korea event was held at May Day Stadium in Pyongyang, North Korea, which has a capacity of 150,000 people, making it the largest stadium in the world by seating capacity.",2025-05-25,187
288,What do Noble Roman's and Ledo Pizza both have in common?,Pop Culture,pizza company,57,closed-ended,general,qualitative,"Noble Roman's and Ledo Pizza are both American pizza restaurant chains that started in the 1950s. Noble Roman's began in Indiana in 1956, while Ledo Pizza started in Maryland in 1955. Both companies initially focused on regional markets and are known for their distinct pizza styles - Noble Roman's for its thin crust and tangy sauce, and Ledo Pizza for its rectangular shape and thick-cut pepperoni.",2025-05-25,400
289,"What organization did the author of ""Physics for Future Presidents"" found in 2010?",Pop Culture,Berkeley Earth,82,closed-ended,general,qualitative,"Richard A. Muller founded Berkeley Earth (originally called Berkeley Earth Surface Temperature) in 2010, which is a nonprofit organization that analyzes historical temperature data and climate change.",2025-05-25,200
290,"Syed Noor and Paul Sloane, have which occupation in common?",Pop Culture,film director,59,closed-ended,general,qualitative,"Film director. Both Syed Noor and Paul Sloane work as film directors, with Syed Noor being a prominent Pakistani film director and Paul Sloane directing films in Hollywood.",2025-05-25,172
291,"What American Actor was born July 22, 1935 and was nominated for a Tony Award for the Magic Show?",Pop Culture,Grover Dale,97,closed-ended,general,qualitative,"Doug Henning was born July 22, 1935 in Winnipeg, Canada (not America). He was nominated for a Tony Award in 1974 for Best Lead Actor in a Musical for ""The Magic Show."" Though known primarily as a magician who helped revive the art of illusion in the 1970s, Henning also acted and performed on Broadway. He starred in ""The Magic Show"" for over four years, with the production running from 1974 to 1978.",2025-05-25,401
292,What song did Aoife Ni Fhearraigh perform that was used on an action-adventure stealth video game produced by Konami Computer Entertainment Japan?,Pop Culture,"""The Best is Yet to Come""",146,closed-ended,topical,qualitative,"""The Best Is Yet To Come"" performed by Aoife Ni Fhearraigh was used in Metal Gear Solid (1998). The song was composed by Rika Muranaka with Irish Gaelic lyrics written by Bláthnaid Ní Chufaigh, and it plays during the game's ending credits.",2025-05-25,240
293,Alex the Dog was the mascot who was the precursor to the fictional dog used by which beer brand in the late 1980s?,Pop Culture,Bud Light,114,closed-ended,general,qualitative,"Spuds MacKenzie, the Bull Terrier mascot for Bud Light, was based on a real dog named Alex who was owned by Stan Musial's daughter. Alex served as the inspiration and model for the Spuds MacKenzie character, which became an iconic advertising mascot for Anheuser-Busch's Bud Light beer campaigns from 1987 to 1989.",2025-05-25,314
294,"Which band has released more albums, Seven Mary Three or Django Django?",Pop Culture,Seven Mary Three,71,closed-ended,general,quantitative,"Seven Mary Three has released 7 studio albums (from 1994-2008), while Django Django has released 4 studio albums (from 2012-2021).",2025-05-25,130
295,The Wende Museum is an educational institute in a city with what population as of the 2010 census?,Pop Culture,"38,883",98,closed-ended,general,quantitative,"Culver City, California, where The Wende Museum is located, had a population of 38,883 according to the 2010 U.S. Census.",2025-05-25,121
296,"BARGE, the Big August Rec.Gambling Excursion, is a yearly convention where well-known poker players who have participated either as speakers or players including poker player who has won a record of how many World Series of Poker bracelets?",Pop Culture,fourteen,240,closed-ended,topical,quantitative,"Phil Hellmuth, who has won a record 16 World Series of Poker (WSOP) bracelets, has participated in BARGE. The BARGE convention, which began in 1991, is an annual gathering of poker enthusiasts and professionals that takes place in Las Vegas each August. Hellmuth's 16 WSOP bracelets is the most in poker history, with his first win coming in 1989 when he became the youngest Main Event champion at age 24, and his most recent bracelet won in 2021.",2025-05-25,447
297,What mountain is often called the southernmost peak of a mountain range formed roughly 480 million years ago?,Pop Culture,Flagg Mountain,109,closed-ended,general,qualitative,"Mount Mitchell in North Carolina is considered the southernmost major peak of the Appalachian Mountains, which formed during the Ordovician Period approximately 480 million years ago. At 6,684 feet (2,037 meters), it is the highest peak east of the Mississippi River and represents the southern terminus of the ancient Appalachian range, though some smaller foothills extend further south.",2025-05-25,389
298,"Sense and Sensibility is a 1995 British-American period drama film directed by Ang Lee and based on Jane Austen's 1811 novel, which British actress and screenwriter, who wrote the script and stars as Elinor Dashwood?",Pop Culture,Emma Thompson,216,closed-ended,general,qualitative,"Emma Thompson wrote the screenplay for and starred as Elinor Dashwood in Sense and Sensibility. Her adaptation won her the Academy Award for Best Adapted Screenplay, making her the only person to have won Academy Awards for both acting (Best Actress for Howards End in 1992) and writing.",2025-05-25,287
299,What American heavy metal band from Los Angeles has Greg Wells produced and written with?,Pop Culture,Otep,89,closed-ended,general,qualitative,Five Finger Death Punch - Greg Wells has produced and written with this Las Vegas-based heavy metal band.,2025-05-25,105
300,Compass was produced by a record producer that is known primarily for working with who?,Pop Culture,Taylor Swift,87,closed-ended,general,qualitative,"The record producer Timbaland produced ""Compass."" Timbaland is primarily known for working with Justin Timberlake, Missy Elliott, Aaliyah, Jay-Z, and other major hip-hop and R&B artists.",2025-05-25,186
301,"Which terrorist deliberately crashed the plane into the World Trade Center, the photo of which was taken by the freelance photographer Thomas Dallal and named Impending Death?",Pop Culture,Mohamed Atta,175,closed-ended,topical,qualitative,"Richard Drew, not Thomas Dallal, photographed ""The Falling Man"" showing a person falling from the World Trade Center. The question contains incorrect information. The terrorists who hijacked American Airlines Flight 11, which hit the North Tower, were led by Mohamed Atta. The plane that hit the South Tower, United Airlines Flight 175, was piloted by hijacker Marwan al-Shehhi.",2025-05-25,378
302,Ben T. Elliott directed an American author who has maintained what in her writings?,Pop Culture,a conservative leaning,83,closed-ended,general,qualitative,"Ben T. Elliott directed Maya Angelou, who has maintained honesty and dignity in her writings, particularly in her autobiographical works where she candidly addressed personal experiences, racial inequality, and human struggles.",2025-05-25,227
303,Which casting director known as a specialist in casting European talent is credited with casting Hellboy?,Pop Culture,Nancy Bishop,105,closed-ended,general,qualitative,Johanna Ray is credited as the casting director for Hellboy (2004). She is known for her expertise in casting European talent and has worked extensively with directors like David Lynch and Guillermo del Toro.,2025-05-25,208
